Dependents,tenure,Contract,PaperlessBilling,MonthlyCharges,tenure_group,has_internet,num_addon_services,charge_category,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,Churn
0,17,0,1,70.4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,55,2,1,59.2,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,10,0,1,60.95,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,72,2,1,53.8,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0
1,34,1,1,78.95,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,31,1,1,50.4,2,1,3,1,0,0,0,1,0,1,0,1,0,0,0
0,19,0,1,34.3,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,0,20.4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,1,0,0,89.15,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,72,2,0,19.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,6,0,1,91.0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,1
1,1,0,0,51.2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,69.9,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,8,0,0,84.95,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1
0,72,2,0,19.3,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,35,0,1,100.5,2,1,3,3,1,0,0,1,0,1,0,0,0,1,1
0,7,0,0,20.75,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,0,25.75,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,30,1,0,70.4,2,1,3,2,0,0,0,1,0,1,0,0,0,1,0
1,7,0,0,20.45,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,22,0,1,54.7,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0
0,72,2,0,78.45,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,28,0,0,91.0,2,1,2,2,1,0,0,0,0,0,0,1,0,1,0
1,3,1,1,20.55,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,68,2,0,19.6,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,1,0,1,45.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,20,0,1,18.9,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,1,42.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,52,2,0,25.75,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,26,2,0,19.65,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,16,0,1,65.2,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1
0,65,1,1,70.95,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,60,1,1,104.35,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,29,1,0,70.9,2,1,2,2,0,0,0,0,0,1,0,1,0,0,0
0,18,2,0,20.1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,71,2,0,114.6,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,10,0,1,67.8,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
0,20,1,0,19.5,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,22,0,0,83.05,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,70.7,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,34,0,1,60.85,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,13,1,0,19.3,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,4,0,1,25.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,1,24.85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,1,74.4,0,1,2,2,0,0,0,0,0,0,0,1,0,1,1
0,1,0,1,89.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,15,0,1,85.9,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,3,0,0,19.85,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
1,66,2,0,65.7,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,17,0,0,92.6,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,68,2,0,80.35,3,1,2,2,1,0,0,1,0,0,0,1,0,0,0
1,1,0,1,20.15,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,71,2,1,95.5,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,7,0,1,74.85,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,43,1,1,64.85,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0
0,38,1,1,104.85,2,1,2,3,1,0,0,1,0,1,0,0,0,0,0
0,4,0,1,70.05,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,22,0,1,100.65,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0
0,60,0,1,99.8,3,1,1,3,1,0,0,0,0,1,0,0,0,0,0
0,57,0,1,104.9,3,1,2,3,1,0,0,0,0,1,0,0,0,1,0
0,17,0,0,25.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,48.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,72,2,0,23.75,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,21,0,0,103.85,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0
0,12,1,1,59.8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1,62,1,0,71.4,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,37,0,1,100.05,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,74.9,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,4,0,1,40.05,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,22,0,0,20.15,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,32,0,0,62.45,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0
0,15,0,0,55.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
0,5,0,1,63.95,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,29,1,0,35.6,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,2,0,0,70.75,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,12,0,0,34.0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0
0,2,0,0,50.95,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,71,0,1,107.5,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,9,0,0,98.3,0,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,49,1,1,51.8,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1,22,0,1,75.8,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,69,2,1,110.5,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,15,0,1,64.65,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
0,22,1,0,20.3,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,1,0,1,69.25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,68,2,0,25.4,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,6,0,1,99.95,0,1,2,3,1,0,0,0,0,0,0,1,0,1,1
0,70,2,0,57.8,3,1,3,1,0,0,0,0,0,1,0,1,0,1,0
0,46,1,1,94.9,2,1,2,2,1,0,0,0,0,1,0,1,0,0,0
1,49,0,0,61.75,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,60,2,0,25.0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,72,1,1,104.9,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,46,0,1,80.4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,70,2,0,66.0,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
1,20,2,1,39.4,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,1,0,0,44.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,72,2,1,114.95,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,47,1,1,103.7,2,1,3,3,1,0,0,1,0,0,0,1,0,1,0
0,1,0,1,80.3,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1
1,66,2,0,54.65,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0
1,13,0,0,84.05,1,1,1,2,1,0,0,1,0,0,0,0,0,0,1
0,2,0,1,96.0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1
0,11,0,0,53.75,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
0,6,0,0,78.65,0,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,67,2,0,102.9,3,1,2,3,1,0,0,0,0,1,0,0,0,1,0
0,14,0,1,74.3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,7,2,0,49.65,0,1,3,1,0,0,0,1,0,0,0,1,0,1,0
0,30,1,0,90.4,2,1,3,2,1,0,0,1,0,1,0,1,0,0,0
1,33,1,0,20.6,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,6,0,0,54.85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8,0,1,25.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,1,1,72.8,2,1,2,2,0,0,0,1,0,0,0,0,0,1,0
0,9,1,0,19.85,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,11,0,1,29.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,43,0,1,90.25,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,3,0,1,69.35,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1
0,3,0,1,82.3,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0
0,24,0,0,34.25,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0
0,70,2,0,25.15,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,58,0,1,95.3,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0
0,5,0,0,28.45,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,45,2,0,73.85,2,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,69,1,1,104.05,3,1,3,3,1,0,0,0,0,1,0,1,0,1,1
0,34,1,1,99.85,2,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,4,0,0,19.6,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,52,1,1,80.2,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0
0,71,2,1,80.7,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,4,0,1,44.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,65,1,1,105.05,3,1,2,3,1,0,0,0,0,1,0,0,0,1,0
0,8,0,1,49.55,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,53,1,0,74.1,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,20,0,1,98.55,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1
0,60,1,1,70.15,3,1,3,2,0,0,0,0,0,1,0,1,0,1,0
1,1,0,1,59.55,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1,24,1,0,74.8,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0
0,72,2,0,79.2,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,2,0,1,76.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,44.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,11,0,1,94.2,0,1,3,2,1,0,0,0,0,1,0,1,0,1,0
0,15,0,1,25.4,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,10,1,0,20.35,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,0,105.6,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,20,0,0,19.25,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,1,0,1,69.95,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,7,0,1,74.9,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
0,9,0,0,66.25,0,1,2,2,0,0,0,0,0,1,0,0,0,1,1
1,1,0,1,70.45,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,52,1,1,50.95,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,35,1,1,102.35,2,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,8,0,0,64.1,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,39,2,0,20.15,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,60,2,0,20.6,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,66,2,1,66.1,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,46,0,1,104.45,2,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,61,2,1,94.1,3,1,2,2,1,0,0,0,0,1,0,0,0,1,1
1,27,1,1,45.85,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0
0,17,0,1,75.4,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0
0,3,0,1,81.35,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,2,0,1,95.15,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1
1,30,0,1,54.45,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,72,2,0,81.0,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,20,1,1,64.15,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,39,1,0,35.55,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0
0,16,0,1,53.9,1,1,2,1,0,0,0,0,0,1,0,0,0,1,1
0,63,2,1,110.1,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,11,1,1,40.4,0,1,3,1,0,0,0,0,0,1,0,1,0,1,0
0,37,0,1,76.25,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,69,2,0,19.9,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,36,2,0,40.65,2,1,3,1,0,0,0,1,0,0,0,1,0,1,0
1,14,0,1,80.9,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,26,0,1,78.8,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,22,0,1,87.0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0
1,11,0,1,79.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,48,1,1,73.85,2,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,52,2,1,63.25,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0
1,7,0,0,29.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,29,0,0,98.65,2,1,1,3,1,0,0,0,0,0,0,0,0,1,1
0,8,0,1,103.35,0,1,2,3,1,0,0,1,0,0,0,0,0,1,1
1,38,1,0,74.05,2,1,4,2,0,0,0,1,0,1,0,1,0,1,0
0,18,0,1,96.05,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1
1,1,0,0,40.1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
0,1,0,0,75.8,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,66,1,1,108.1,3,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,46,2,0,79.2,2,1,2,2,0,0,0,1,0,0,0,1,0,0,0
0,18,0,0,78.2,1,1,2,2,1,0,0,0,0,0,0,1,0,1,0
0,1,0,0,78.45,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,25,0,1,99.5,2,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,52,0,1,39.9,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,2,0,1,64.2,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,47,2,0,74.45,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0
0,29,1,0,20.35,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,59,1,1,110.15,3,1,3,3,1,0,0,1,0,1,0,1,0,0,1
0,58,2,1,24.45,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,85.8,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,17,0,1,70.0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,68,2,1,54.1,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0
0,51,1,0,107.45,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,2,0,0,24.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0,1,55.55,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0
0,4,0,1,63.75,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0
0,72,2,1,114.85,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,1,0,0,19.95,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,58,1,1,108.85,3,1,3,3,1,0,0,1,0,1,0,1,0,0,1
1,24,2,0,19.75,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,34,1,0,55.0,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0
0,18,0,1,85.2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,18,0,1,69.8,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1,1,0,1,68.5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,63,1,1,90.05,3,1,2,2,1,0,0,0,0,0,0,1,0,1,0
1,11,0,0,50.55,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,3,0,0,91.05,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
1,59,2,1,76.45,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,17,0,1,76.65,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,71,1,1,116.3,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,8,0,1,74.05,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0
1,1,0,0,20.75,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,47,0,1,100.05,2,1,1,3,1,0,0,0,0,0,0,1,0,0,1
0,30,0,1,105.7,2,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,5,0,0,55.8,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0
0,2,0,0,68.95,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,50,0,1,83.4,3,1,2,2,1,0,0,1,0,1,0,0,0,0,0
0,27,0,0,49.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,25.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,21,0,1,86.5,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,65,1,1,95.5,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
0,45,2,0,25.5,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,41,0,1,83.75,2,1,2,2,1,0,0,1,0,0,0,1,0,0,1
0,48,2,0,78.9,2,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,1,0,1,74.9,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,52,0,1,109.1,3,1,3,3,1,0,0,1,0,1,0,1,0,0,0
0,27,0,1,104.3,2,1,2,3,1,0,0,1,0,0,0,0,0,1,1
0,10,1,0,19.6,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,43,2,0,86.45,2,1,3,2,0,0,0,1,0,1,0,0,0,1,0
1,3,0,0,29.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,1,75.1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,66,1,1,88.9,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0
1,1,0,0,78.65,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,35,0,1,100.8,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0
0,12,1,0,74.05,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1
0,1,0,0,19.15,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,6,0,1,84.35,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,9,0,0,58.5,0,1,3,1,0,0,0,1,0,0,0,1,0,1,1
0,15,0,1,48.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,69,2,1,93.3,3,1,2,2,1,0,0,0,0,1,0,0,0,1,0
0,28,1,0,54.3,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0
0,72,2,1,23.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,10,0,1,54.5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,50.8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
0,13,0,1,79.25,1,1,2,2,1,0,0,0,0,1,0,1,0,0,1
0,72,2,1,114.65,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,23,0,1,59.95,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,15,0,1,101.1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,8,0,1,83.55,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
1,13,0,1,49.95,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,18,0,0,95.15,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,52,2,0,79.2,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0
1,14,0,1,87.25,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,6,0,1,44.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,21,1,1,104.55,1,1,3,3,1,0,0,0,0,1,0,1,0,1,0
0,50,1,1,100.65,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0
0,24,0,1,90.35,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,62,1,1,104.3,3,1,3,3,1,0,0,1,0,0,0,1,0,1,0
1,45,1,0,78.75,2,1,2,2,0,0,0,0,0,1,0,1,0,0,0
0,2,0,1,49.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,13,0,1,72.8,1,1,3,2,0,0,0,0,0,1,0,1,0,1,0
0,72,1,1,106.85,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0
0,61,0,1,94.2,3,1,4,2,1,0,0,1,0,1,0,1,0,1,0
0,2,0,0,66.4,0,1,2,2,0,0,0,1,0,0,0,1,0,0,1
0,1,0,0,19.2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,3,0,1,105.35,0,1,2,3,1,0,0,0,0,1,0,1,0,0,1
0,1,0,0,49.55,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,15,1,0,45.9,1,1,4,1,0,0,0,1,0,1,0,1,0,1,0
0,71,2,1,20.9,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,71,2,1,86.4,3,1,2,2,1,0,0,0,0,0,0,1,0,1,0
0,69,2,0,74.1,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
0,41,0,1,113.2,2,1,3,3,1,0,0,1,0,1,0,1,0,0,1
0,63,0,0,105.4,3,1,2,3,1,0,0,0,0,1,0,0,0,1,0
0,68,2,0,114.9,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
1,72,2,1,66.5,3,1,3,2,0,0,0,1,0,0,0,1,0,1,0
1,52,1,0,19.6,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,72,2,1,65.2,3,1,4,2,0,0,0,1,0,1,0,1,0,1,0
1,65,2,1,82.5,3,1,3,2,0,0,0,1,0,1,0,0,0,1,0
0,66,1,0,110.9,3,1,3,3,1,0,0,0,0,1,0,1,0,1,1
1,2,0,0,29.05,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,72,2,1,105.5,3,1,2,3,1,0,0,1,0,0,0,1,0,0,0
0,10,0,0,85.55,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,62,0,1,101.35,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0
1,37,1,0,20.3,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,63,2,0,59.0,3,1,3,1,0,0,0,1,0,1,0,1,0,0,0
1,41,1,0,70.2,2,1,3,2,0,0,0,1,0,1,0,1,0,0,0
0,56,2,1,19.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,27,2,1,25.85,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,42,0,0,20.35,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,3,0,1,75.8,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,32,0,1,19.45,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,9,0,1,74.75,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
1,63,2,1,50.65,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,18,0,1,94.7,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,24,0,1,90.55,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1
0,26,0,1,69.5,2,1,2,2,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,19.45,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,1,0,1,91.3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,7,0,0,19.25,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
0,1,0,1,83.4,0,1,3,2,1,0,0,1,0,1,0,0,0,1,0
1,34,0,0,78.3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,36,0,1,85.25,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1
0,49,1,0,103.0,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
1,53,2,0,25.55,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,19,0,1,88.8,1,1,3,2,1,0,0,1,0,1,0,0,0,1,0
1,65,2,1,104.3,3,1,2,3,1,0,0,1,0,0,0,1,0,0,0
0,29,1,0,20.0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,38,0,1,99.25,2,1,1,3,1,0,0,0,0,0,0,1,0,0,1
1,36,0,0,19.2,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,24,0,1,40.65,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1,22,0,0,40.05,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
0,1,0,1,48.55,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
0,14,0,1,80.45,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1
0,14,0,0,19.9,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,3,0,1,95.2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1
0,1,0,1,95.85,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0
0,69,2,1,116.0,3,1,4,3,1,0,0,1,0,1,0,1,0,1,0
0,6,0,1,49.65,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1,29,2,0,26.1,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,72,2,1,106.3,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0
1,35,1,1,89.7,2,1,2,2,1,0,0,0,0,1,0,0,0,1,0
0,32,0,1,98.85,2,1,1,3,1,0,0,0,0,1,0,0,0,0,0
0,4,0,1,99.8,0,1,2,3,1,0,0,0,0,1,0,1,0,0,1
1,37,2,0,61.45,2,1,3,1,0,0,0,1,0,1,0,0,0,1,0
1,69,2,0,19.4,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0
